"","year","gear","julian","fish","CU_no","CU","prob"
"74541",2016,"Test Fishery",209,566,71,"Norden",0
"74542",2016,"Test Fishery",209,566,73,"MidYR",0.0163
"74543",2016,"Test Fishery",209,566,68,"Teslin",0
"74544",2016,"Test Fishery",209,566,69,"UpperYR",0.9745
"74545",2016,"Test Fishery",209,567,76,"NYR",1e-04
"74546",2016,"Test Fishery",209,567,75,"White",0
"74547",2016,"Test Fishery",209,567,74,"Stew",0.0015
"74548",2016,"Test Fishery",209,567,72,"Pelly",0
"74549",2016,"Test Fishery",209,567,71,"Norden",0
"74550",2016,"Test Fishery",209,567,73,"MidYR",0.9984
"74551",2016,"Test Fishery",209,567,68,"Teslin",0
"74552",2016,"Test Fishery",209,567,69,"UpperYR",0
"74553",2016,"Test Fishery",209,568,76,"NYR",0.01
"74554",2016,"Test Fishery",209,568,75,"White",0
"74555",2016,"Test Fishery",209,568,74,"Stew",0.0119
"74556",2016,"Test Fishery",209,568,72,"Pelly",5e-04
"74557",2016,"Test Fishery",209,568,71,"Norden",0
"74558",2016,"Test Fishery",209,568,73,"MidYR",0.56
"74559",2016,"Test Fishery",209,568,68,"Teslin",0.4176
"74560",2016,"Test Fishery",209,568,69,"UpperYR",0
"74561",2016,"Test Fishery",209,569,76,"NYR",0
"74562",2016,"Test Fishery",209,569,75,"White",0
"74563",2016,"Test Fishery",209,569,74,"Stew",4e-04
"74564",2016,"Test Fishery",209,569,72,"Pelly",0.9279
"74565",2016,"Test Fishery",209,569,71,"Norden",0
"74566",2016,"Test Fishery",209,569,73,"MidYR",0.0717
"74567",2016,"Test Fishery",209,569,68,"Teslin",0
"74568",2016,"Test Fishery",209,569,69,"UpperYR",0
"74569",2016,"Test Fishery",209,570,76,"NYR",0
"74570",2016,"Test Fishery",209,570,75,"White",0
"74571",2016,"Test Fishery",209,570,74,"Stew",0
"74572",2016,"Test Fishery",209,570,72,"Pelly",0.0175
"74573",2016,"Test Fishery",209,570,71,"Norden",0.0035
"74574",2016,"Test Fishery",209,570,73,"MidYR",0.8625
"74575",2016,"Test Fishery",209,570,68,"Teslin",0.0226
"74576",2016,"Test Fishery",209,570,69,"UpperYR",0.0918
"74577",2016,"Test Fishery",209,571,76,"NYR",0
"74578",2016,"Test Fishery",209,571,75,"White",0
"74579",2016,"Test Fishery",209,571,74,"Stew",0
"74580",2016,"Test Fishery",209,571,72,"Pelly",0
"74581",2016,"Test Fishery",209,571,71,"Norden",0
"74582",2016,"Test Fishery",209,571,73,"MidYR",0.9984
"74583",2016,"Test Fishery",209,571,68,"Teslin",7e-04
"74584",2016,"Test Fishery",209,571,69,"UpperYR",9e-04
"74585",2016,"Test Fishery",209,572,76,"NYR",0
"74586",2016,"Test Fishery",209,572,75,"White",0
"74587",2016,"Test Fishery",209,572,74,"Stew",0.0281
"74588",2016,"Test Fishery",209,572,72,"Pelly",0.0113
"74589",2016,"Test Fishery",209,572,71,"Norden",0
"74590",2016,"Test Fishery",209,572,73,"MidYR",0.9536
"74591",2016,"Test Fishery",209,572,68,"Teslin",0.0069
"74592",2016,"Test Fishery",209,572,69,"UpperYR",1e-04
"74593",2016,"Test Fishery",209,573,76,"NYR",0
"74594",2016,"Test Fishery",209,573,75,"White",0
"74595",2016,"Test Fishery",209,573,74,"Stew",0
"74596",2016,"Test Fishery",209,573,72,"Pelly",0
"74597",2016,"Test Fishery",209,573,71,"Norden",0
"74598",2016,"Test Fishery",209,573,73,"MidYR",0
"74599",2016,"Test Fishery",209,573,68,"Teslin",0
"74600",2016,"Test Fishery",209,573,69,"UpperYR",1
"74601",2016,"Test Fishery",209,574,76,"NYR",1
"74602",2016,"Test Fishery",209,574,75,"White",0
"74603",2016,"Test Fishery",209,574,74,"Stew",0
"74604",2016,"Test Fishery",209,574,72,"Pelly",0
"74605",2016,"Test Fishery",209,574,71,"Norden",0
"74606",2016,"Test Fishery",209,574,73,"MidYR",0
"74607",2016,"Test Fishery",209,574,68,"Teslin",0
"74608",2016,"Test Fishery",209,574,69,"UpperYR",0
"74609",2016,"Test Fishery",209,575,76,"NYR",0
"74610",2016,"Test Fishery",209,575,75,"White",0.0023
"74611",2016,"Test Fishery",209,575,74,"Stew",0.0425
"74612",2016,"Test Fishery",209,575,72,"Pelly",0.8815
"74613",2016,"Test Fishery",209,575,71,"Norden",0
"74614",2016,"Test Fishery",209,575,73,"MidYR",0.0655
"74615",2016,"Test Fishery",209,575,68,"Teslin",0.0079
"74616",2016,"Test Fishery",209,575,69,"UpperYR",0
"74617",2016,"Test Fishery",209,576,76,"NYR",8e-04
"74618",2016,"Test Fishery",209,576,75,"White",0
"74619",2016,"Test Fishery",209,576,74,"Stew",0.0011
"74620",2016,"Test Fishery",209,576,72,"Pelly",0
"74621",2016,"Test Fishery",209,576,71,"Norden",0
"74622",2016,"Test Fishery",209,576,73,"MidYR",0.762
"74623",2016,"Test Fishery",209,576,68,"Teslin",0.1013
"74624",2016,"Test Fishery",209,576,69,"UpperYR",0.1341
"74625",2016,"Test Fishery",209,577,76,"NYR",0
"74626",2016,"Test Fishery",209,577,75,"White",0.0074
"74627",2016,"Test Fishery",209,577,74,"Stew",0.0349
"74628",2016,"Test Fishery",209,577,72,"Pelly",0.5082
"74629",2016,"Test Fishery",209,577,71,"Norden",0
"74630",2016,"Test Fishery",209,577,73,"MidYR",0.4448
"74631",2016,"Test Fishery",209,577,68,"Teslin",0.0041
"74632",2016,"Test Fishery",209,577,69,"UpperYR",0
"74633",2016,"Test Fishery",209,578,76,"NYR",0.0224
"74634",2016,"Test Fishery",209,578,75,"White",0.214
"74635",2016,"Test Fishery",209,578,74,"Stew",0
"74636",2016,"Test Fishery",209,578,72,"Pelly",0.1197
"74637",2016,"Test Fishery",209,578,71,"Norden",0
"74638",2016,"Test Fishery",209,578,73,"MidYR",0.6001
"74639",2016,"Test Fishery",209,578,68,"Teslin",0.0286
"74640",2016,"Test Fishery",209,578,69,"UpperYR",0
"74641",2016,"Test Fishery",209,579,76,"NYR",0
"74642",2016,"Test Fishery",209,579,75,"White",0
"74643",2016,"Test Fishery",209,579,74,"Stew",4e-04
"74644",2016,"Test Fishery",209,579,72,"Pelly",7e-04
"74645",2016,"Test Fishery",209,579,71,"Norden",8e-04
"74646",2016,"Test Fishery",209,579,73,"MidYR",0.956
"74647",2016,"Test Fishery",209,579,68,"Teslin",0.0419
"74648",2016,"Test Fishery",209,579,69,"UpperYR",0
"74649",2016,"Test Fishery",209,580,76,"NYR",0
"74650",2016,"Test Fishery",209,580,75,"White",0
"74651",2016,"Test Fishery",209,580,74,"Stew",7e-04
"74652",2016,"Test Fishery",209,580,72,"Pelly",1e-04
"74653",2016,"Test Fishery",209,580,71,"Norden",0
"74654",2016,"Test Fishery",209,580,73,"MidYR",0.999
"74655",2016,"Test Fishery",209,580,68,"Teslin",2e-04
"74656",2016,"Test Fishery",209,580,69,"UpperYR",0
"74657",2016,"Test Fishery",209,581,76,"NYR",0.0094
"74658",2016,"Test Fishery",209,581,75,"White",0
"74659",2016,"Test Fishery",209,581,74,"Stew",0.0232
"74660",2016,"Test Fishery",209,581,72,"Pelly",7e-04
"74661",2016,"Test Fishery",209,581,71,"Norden",0
"74662",2016,"Test Fishery",209,581,73,"MidYR",0.9664
"74663",2016,"Test Fishery",209,581,68,"Teslin",3e-04
"74664",2016,"Test Fishery",209,581,69,"UpperYR",0
"74665",2016,"Test Fishery",209,582,76,"NYR",0
"74666",2016,"Test Fishery",209,582,75,"White",0
"74667",2016,"Test Fishery",209,582,74,"Stew",0.049
"74668",2016,"Test Fishery",209,582,72,"Pelly",0.1112
"74669",2016,"Test Fishery",209,582,71,"Norden",0
"74670",2016,"Test Fishery",209,582,73,"MidYR",0.8146
"74671",2016,"Test Fishery",209,582,68,"Teslin",0.0019
"74672",2016,"Test Fishery",209,582,69,"UpperYR",0.023
"74673",2016,"Test Fishery",209,583,76,"NYR",0
"74674",2016,"Test Fishery",209,583,75,"White",0
"74675",2016,"Test Fishery",209,583,74,"Stew",0
"74676",2016,"Test Fishery",209,583,72,"Pelly",0
"74677",2016,"Test Fishery",209,583,71,"Norden",0
"74678",2016,"Test Fishery",209,583,73,"MidYR",0
"74679",2016,"Test Fishery",209,583,68,"Teslin",0
"74680",2016,"Test Fishery",209,583,69,"UpperYR",1
"74681",2016,"Test Fishery",209,584,76,"NYR",0.0247
"74682",2016,"Test Fishery",209,584,75,"White",0
"74683",2016,"Test Fishery",209,584,74,"Stew",0.0134
"74684",2016,"Test Fishery",209,584,72,"Pelly",0.0153
"74685",2016,"Test Fishery",209,584,71,"Norden",0
"74686",2016,"Test Fishery",209,584,73,"MidYR",0.0571
"74687",2016,"Test Fishery",209,584,68,"Teslin",0
"74688",2016,"Test Fishery",209,584,69,"UpperYR",0.8887
"74689",2016,"Test Fishery",209,585,76,"NYR",0
"74690",2016,"Test Fishery",209,585,75,"White",0.0057
"74691",2016,"Test Fishery",209,585,74,"Stew",0.0537
"74692",2016,"Test Fishery",209,585,72,"Pelly",0.9302
"74693",2016,"Test Fishery",209,585,71,"Norden",0
"74694",2016,"Test Fishery",209,585,73,"MidYR",0.0091
"74695",2016,"Test Fishery",209,585,68,"Teslin",0.0011
"74696",2016,"Test Fishery",209,585,69,"UpperYR",0
"74697",2016,"Test Fishery",209,586,76,"NYR",0.0104
"74698",2016,"Test Fishery",209,586,75,"White",0
"74699",2016,"Test Fishery",209,586,74,"Stew",0.0526
"74700",2016,"Test Fishery",209,586,72,"Pelly",6e-04
"74701",2016,"Test Fishery",209,586,71,"Norden",0
"74702",2016,"Test Fishery",209,586,73,"MidYR",0.1357
"74703",2016,"Test Fishery",209,586,68,"Teslin",0
"74704",2016,"Test Fishery",209,586,69,"UpperYR",0.8001
"74705",2016,"Test Fishery",210,587,76,"NYR",0
"74706",2016,"Test Fishery",210,587,75,"White",0
"74707",2016,"Test Fishery",210,587,74,"Stew",0.0296
"74708",2016,"Test Fishery",210,587,72,"Pelly",7e-04
"74709",2016,"Test Fishery",210,587,71,"Norden",0
"74710",2016,"Test Fishery",210,587,73,"MidYR",0.9643
"74711",2016,"Test Fishery",210,587,68,"Teslin",0.0054
"74712",2016,"Test Fishery",210,587,69,"UpperYR",0
"74713",2016,"Test Fishery",210,589,76,"NYR",0
"74714",2016,"Test Fishery",210,589,75,"White",0
"74715",2016,"Test Fishery",210,589,74,"Stew",0
"74716",2016,"Test Fishery",210,589,72,"Pelly",1e-04
"74717",2016,"Test Fishery",210,589,71,"Norden",0
"74718",2016,"Test Fishery",210,589,73,"MidYR",0.9858
"74719",2016,"Test Fishery",210,589,68,"Teslin",0.0139
"74720",2016,"Test Fishery",210,589,69,"UpperYR",2e-04
"74721",2016,"Test Fishery",210,590,76,"NYR",0.0435
"74722",2016,"Test Fishery",210,590,75,"White",0.0216
"74723",2016,"Test Fishery",210,590,74,"Stew",0.0069
"74724",2016,"Test Fishery",210,590,72,"Pelly",0.8951
"74725",2016,"Test Fishery",210,590,71,"Norden",0
"74726",2016,"Test Fishery",210,590,73,"MidYR",0.0309
"74727",2016,"Test Fishery",210,590,68,"Teslin",0
"74728",2016,"Test Fishery",210,590,69,"UpperYR",0
"74729",2016,"Test Fishery",210,591,76,"NYR",0.0011
"74730",2016,"Test Fishery",210,591,75,"White",0
"74731",2016,"Test Fishery",210,591,74,"Stew",0.0209
"74732",2016,"Test Fishery",210,591,72,"Pelly",0.6498
"74733",2016,"Test Fishery",210,591,71,"Norden",0
"74734",2016,"Test Fishery",210,591,73,"MidYR",0.3193
"74735",2016,"Test Fishery",210,591,68,"Teslin",0.0088
"74736",2016,"Test Fishery",210,591,69,"UpperYR",0
"74737",2016,"Test Fishery",210,592,76,"NYR",0
"74738",2016,"Test Fishery",210,592,75,"White",0
"74739",2016,"Test Fishery",210,592,74,"Stew",2e-04
"74740",2016,"Test Fishery",210,592,72,"Pelly",0.024
"74741",2016,"Test Fishery",210,592,71,"Norden",0
"74742",2016,"Test Fishery",210,592,73,"MidYR",0.9754
"74743",2016,"Test Fishery",210,592,68,"Teslin",4e-04
"74744",2016,"Test Fishery",210,592,69,"UpperYR",0
"74745",2016,"Test Fishery",210,593,76,"NYR",6e-04
"74746",2016,"Test Fishery",210,593,75,"White",0.0023
"74747",2016,"Test Fishery",210,593,74,"Stew",0.0265
"74748",2016,"Test Fishery",210,593,72,"Pelly",0.2088
"74749",2016,"Test Fishery",210,593,71,"Norden",0
"74750",2016,"Test Fishery",210,593,73,"MidYR",0.7615
"74751",2016,"Test Fishery",210,593,68,"Teslin",0
"74752",2016,"Test Fishery",210,593,69,"UpperYR",0
"74753",2016,"Test Fishery",210,595,76,"NYR",0
"74754",2016,"Test Fishery",210,595,75,"White",0
"74755",2016,"Test Fishery",210,595,74,"Stew",0.0051
"74756",2016,"Test Fishery",210,595,72,"Pelly",4e-04
"74757",2016,"Test Fishery",210,595,71,"Norden",0
"74758",2016,"Test Fishery",210,595,73,"MidYR",0.9939
"74759",2016,"Test Fishery",210,595,68,"Teslin",4e-04
"74760",2016,"Test Fishery",210,595,69,"UpperYR",2e-04
"74761",2016,"Test Fishery",210,596,76,"NYR",0.0341
"74762",2016,"Test Fishery",210,596,75,"White",0
"74763",2016,"Test Fishery",210,596,74,"Stew",0.6138
"74764",2016,"Test Fishery",210,596,72,"Pelly",0.2645
"74765",2016,"Test Fishery",210,596,71,"Norden",0
"74766",2016,"Test Fishery",210,596,73,"MidYR",0.085
"74767",2016,"Test Fishery",210,596,68,"Teslin",0.0023
"74768",2016,"Test Fishery",210,596,69,"UpperYR",0
"74769",2016,"Test Fishery",210,597,76,"NYR",0
"74770",2016,"Test Fishery",210,597,75,"White",0
"74771",2016,"Test Fishery",210,597,74,"Stew",0.0063
"74772",2016,"Test Fishery",210,597,72,"Pelly",0.0645
"74773",2016,"Test Fishery",210,597,71,"Norden",0
"74774",2016,"Test Fishery",210,597,73,"MidYR",0.1234
"74775",2016,"Test Fishery",210,597,68,"Teslin",0.0074
"74776",2016,"Test Fishery",210,597,69,"UpperYR",0.7981
"74777",2016,"Test Fishery",210,598,76,"NYR",1e-04
"74778",2016,"Test Fishery",210,598,75,"White",0
"74779",2016,"Test Fishery",210,598,74,"Stew",0.016
"74780",2016,"Test Fishery",210,598,72,"Pelly",0.0016
"74781",2016,"Test Fishery",210,598,71,"Norden",0
"74782",2016,"Test Fishery",210,598,73,"MidYR",0.9107
"74783",2016,"Test Fishery",210,598,68,"Teslin",0.0716
"74784",2016,"Test Fishery",210,598,69,"UpperYR",0
"74785",2016,"Test Fishery",210,599,76,"NYR",0
"74786",2016,"Test Fishery",210,599,75,"White",0
"74787",2016,"Test Fishery",210,599,74,"Stew",0
"74788",2016,"Test Fishery",210,599,72,"Pelly",0
"74789",2016,"Test Fishery",210,599,71,"Norden",0
"74790",2016,"Test Fishery",210,599,73,"MidYR",0.0015
"74791",2016,"Test Fishery",210,599,68,"Teslin",0
"74792",2016,"Test Fishery",210,599,69,"UpperYR",0.9985
"74793",2016,"Test Fishery",210,601,76,"NYR",0
"74794",2016,"Test Fishery",210,601,75,"White",0
"74795",2016,"Test Fishery",210,601,74,"Stew",0.0013
"74796",2016,"Test Fishery",210,601,72,"Pelly",0.0132
"74797",2016,"Test Fishery",210,601,71,"Norden",0
"74798",2016,"Test Fishery",210,601,73,"MidYR",0.9829
"74799",2016,"Test Fishery",210,601,68,"Teslin",0.0024
"74800",2016,"Test Fishery",210,601,69,"UpperYR",2e-04
"74801",2016,"Test Fishery",210,602,76,"NYR",1e-04
"74802",2016,"Test Fishery",210,602,75,"White",0
"74803",2016,"Test Fishery",210,602,74,"Stew",0.0661
"74804",2016,"Test Fishery",210,602,72,"Pelly",1e-04
"74805",2016,"Test Fishery",210,602,71,"Norden",0
"74806",2016,"Test Fishery",210,602,73,"MidYR",0.9309
"74807",2016,"Test Fishery",210,602,68,"Teslin",0.0027
"74808",2016,"Test Fishery",210,602,69,"UpperYR",0
"74809",2016,"Test Fishery",210,603,76,"NYR",0
"74810",2016,"Test Fishery",210,603,75,"White",0
"74811",2016,"Test Fishery",210,603,74,"Stew",0.0041
"74812",2016,"Test Fishery",210,603,72,"Pelly",0
"74813",2016,"Test Fishery",210,603,71,"Norden",0
"74814",2016,"Test Fishery",210,603,73,"MidYR",0.8475
"74815",2016,"Test Fishery",210,603,68,"Teslin",0.1363
"74816",2016,"Test Fishery",210,603,69,"UpperYR",0.0121
"74817",2016,"Test Fishery",211,604,76,"NYR",0
"74818",2016,"Test Fishery",211,604,75,"White",3e-04
"74819",2016,"Test Fishery",211,604,74,"Stew",0.0011
"74820",2016,"Test Fishery",211,604,72,"Pelly",0.0013
"74821",2016,"Test Fishery",211,604,71,"Norden",0
"74822",2016,"Test Fishery",211,604,73,"MidYR",0.9972
"74823",2016,"Test Fishery",211,604,68,"Teslin",1e-04
"74824",2016,"Test Fishery",211,604,69,"UpperYR",0
"74825",2016,"Test Fishery",211,605,76,"NYR",0
"74826",2016,"Test Fishery",211,605,75,"White",0
"74827",2016,"Test Fishery",211,605,74,"Stew",0.0011
"74828",2016,"Test Fishery",211,605,72,"Pelly",0.0297
"74829",2016,"Test Fishery",211,605,71,"Norden",0
"74830",2016,"Test Fishery",211,605,73,"MidYR",0.969
"74831",2016,"Test Fishery",211,605,68,"Teslin",2e-04
"74832",2016,"Test Fishery",211,605,69,"UpperYR",0
"74833",2016,"Test Fishery",211,606,76,"NYR",0
"74834",2016,"Test Fishery",211,606,75,"White",2e-04
"74835",2016,"Test Fishery",211,606,74,"Stew",0.0613
"74836",2016,"Test Fishery",211,606,72,"Pelly",1e-04
"74837",2016,"Test Fishery",211,606,71,"Norden",0
"74838",2016,"Test Fishery",211,606,73,"MidYR",0.3368
"74839",2016,"Test Fishery",211,606,68,"Teslin",0.6016
"74840",2016,"Test Fishery",211,606,69,"UpperYR",0
"74841",2016,"Test Fishery",211,607,76,"NYR",0
"74842",2016,"Test Fishery",211,607,75,"White",0
"74843",2016,"Test Fishery",211,607,74,"Stew",0.0039
"74844",2016,"Test Fishery",211,607,72,"Pelly",5e-04
"74845",2016,"Test Fishery",211,607,71,"Norden",0
"74846",2016,"Test Fishery",211,607,73,"MidYR",0.982
"74847",2016,"Test Fishery",211,607,68,"Teslin",0.0136
"74848",2016,"Test Fishery",211,607,69,"UpperYR",0
"74849",2016,"Test Fishery",211,608,76,"NYR",0.0035
"74850",2016,"Test Fishery",211,608,75,"White",0.0014
"74851",2016,"Test Fishery",211,608,74,"Stew",0.1058
"74852",2016,"Test Fishery",211,608,72,"Pelly",0
"74853",2016,"Test Fishery",211,608,71,"Norden",0
"74854",2016,"Test Fishery",211,608,73,"MidYR",0.716
"74855",2016,"Test Fishery",211,608,68,"Teslin",0.172
"74856",2016,"Test Fishery",211,608,69,"UpperYR",0
"74857",2016,"Test Fishery",211,609,76,"NYR",0
"74858",2016,"Test Fishery",211,609,75,"White",8e-04
"74859",2016,"Test Fishery",211,609,74,"Stew",0.0127
"74860",2016,"Test Fishery",211,609,72,"Pelly",0.0082
"74861",2016,"Test Fishery",211,609,71,"Norden",0
"74862",2016,"Test Fishery",211,609,73,"MidYR",0.5157
"74863",2016,"Test Fishery",211,609,68,"Teslin",0
"74864",2016,"Test Fishery",211,609,69,"UpperYR",0.4623
"74865",2016,"Test Fishery",211,610,76,"NYR",0
"74866",2016,"Test Fishery",211,610,75,"White",0
"74867",2016,"Test Fishery",211,610,74,"Stew",0.0028
"74868",2016,"Test Fishery",211,610,72,"Pelly",0
"74869",2016,"Test Fishery",211,610,71,"Norden",0
"74870",2016,"Test Fishery",211,610,73,"MidYR",0.0057
"74871",2016,"Test Fishery",211,610,68,"Teslin",0.9915
"74872",2016,"Test Fishery",211,610,69,"UpperYR",0
"74873",2016,"Test Fishery",211,611,76,"NYR",0.0021
"74874",2016,"Test Fishery",211,611,75,"White",0.0367
"74875",2016,"Test Fishery",211,611,74,"Stew",0.0172
"74876",2016,"Test Fishery",211,611,72,"Pelly",0
"74877",2016,"Test Fishery",211,611,71,"Norden",0.0526
"74878",2016,"Test Fishery",211,611,73,"MidYR",0.8895
"74879",2016,"Test Fishery",211,611,68,"Teslin",0
"74880",2016,"Test Fishery",211,611,69,"UpperYR",0
"74881",2016,"Test Fishery",211,612,76,"NYR",0.0056
"74882",2016,"Test Fishery",211,612,75,"White",0.0288
"74883",2016,"Test Fishery",211,612,74,"Stew",0.1919
"74884",2016,"Test Fishery",211,612,72,"Pelly",0.7207
"74885",2016,"Test Fishery",211,612,71,"Norden",0
"74886",2016,"Test Fishery",211,612,73,"MidYR",0.0495
"74887",2016,"Test Fishery",211,612,68,"Teslin",0
"74888",2016,"Test Fishery",211,612,69,"UpperYR",0
"74889",2016,"Test Fishery",211,613,76,"NYR",0
"74890",2016,"Test Fishery",211,613,75,"White",0
"74891",2016,"Test Fishery",211,613,74,"Stew",0.0051
"74892",2016,"Test Fishery",211,613,72,"Pelly",1e-04
"74893",2016,"Test Fishery",211,613,71,"Norden",0
"74894",2016,"Test Fishery",211,613,73,"MidYR",0.1057
"74895",2016,"Test Fishery",211,613,68,"Teslin",0.3949
"74896",2016,"Test Fishery",211,613,69,"UpperYR",0.4942
"74897",2016,"Test Fishery",211,614,76,"NYR",0
"74898",2016,"Test Fishery",211,614,75,"White",0
"74899",2016,"Test Fishery",211,614,74,"Stew",7e-04
"74900",2016,"Test Fishery",211,614,72,"Pelly",1e-04
"74901",2016,"Test Fishery",211,614,71,"Norden",0
"74902",2016,"Test Fishery",211,614,73,"MidYR",0.9984
"74903",2016,"Test Fishery",211,614,68,"Teslin",8e-04
"74904",2016,"Test Fishery",211,614,69,"UpperYR",0
"74905",2016,"Test Fishery",211,615,76,"NYR",0
"74906",2016,"Test Fishery",211,615,75,"White",0
"74907",2016,"Test Fishery",211,615,74,"Stew",0.0024
"74908",2016,"Test Fishery",211,615,72,"Pelly",0
"74909",2016,"Test Fishery",211,615,71,"Norden",0
"74910",2016,"Test Fishery",211,615,73,"MidYR",0.9799
"74911",2016,"Test Fishery",211,615,68,"Teslin",0.0177
"74912",2016,"Test Fishery",211,615,69,"UpperYR",0
"74913",2016,"Test Fishery",211,616,76,"NYR",1e-04
"74914",2016,"Test Fishery",211,616,75,"White",0
"74915",2016,"Test Fishery",211,616,74,"Stew",2e-04
"74916",2016,"Test Fishery",211,616,72,"Pelly",1e-04
"74917",2016,"Test Fishery",211,616,71,"Norden",0
"74918",2016,"Test Fishery",211,616,73,"MidYR",0.9942
"74919",2016,"Test Fishery",211,616,68,"Teslin",0.0053
"74920",2016,"Test Fishery",211,616,69,"UpperYR",0
"74921",2016,"Test Fishery",211,617,76,"NYR",0
"74922",2016,"Test Fishery",211,617,75,"White",0
"74923",2016,"Test Fishery",211,617,74,"Stew",5e-04
"74924",2016,"Test Fishery",211,617,72,"Pelly",0.018
"74925",2016,"Test Fishery",211,617,71,"Norden",0
"74926",2016,"Test Fishery",211,617,73,"MidYR",0.973
"74927",2016,"Test Fishery",211,617,68,"Teslin",0.0069
"74928",2016,"Test Fishery",211,617,69,"UpperYR",0.0013
"74929",2016,"Test Fishery",211,618,76,"NYR",0
"74930",2016,"Test Fishery",211,618,75,"White",0
"74931",2016,"Test Fishery",211,618,74,"Stew",0.0016
"74932",2016,"Test Fishery",211,618,72,"Pelly",0
"74933",2016,"Test Fishery",211,618,71,"Norden",0
"74934",2016,"Test Fishery",211,618,73,"MidYR",0.0284
"74935",2016,"Test Fishery",211,618,68,"Teslin",0.97
"74936",2016,"Test Fishery",211,618,69,"UpperYR",0
"74937",2016,"Test Fishery",212,619,76,"NYR",1e-04
"74938",2016,"Test Fishery",212,619,75,"White",0
"74939",2016,"Test Fishery",212,619,74,"Stew",4e-04
"74940",2016,"Test Fishery",212,619,72,"Pelly",7e-04
"74941",2016,"Test Fishery",212,619,71,"Norden",0
"74942",2016,"Test Fishery",212,619,73,"MidYR",0.9958
"74943",2016,"Test Fishery",212,619,68,"Teslin",0.0029
"74944",2016,"Test Fishery",212,619,69,"UpperYR",0
"74945",2016,"Test Fishery",212,620,76,"NYR",0
"74946",2016,"Test Fishery",212,620,75,"White",0
"74947",2016,"Test Fishery",212,620,74,"Stew",0.0153
"74948",2016,"Test Fishery",212,620,72,"Pelly",5e-04
"74949",2016,"Test Fishery",212,620,71,"Norden",0
"74950",2016,"Test Fishery",212,620,73,"MidYR",0.9021
"74951",2016,"Test Fishery",212,620,68,"Teslin",0.0011
"74952",2016,"Test Fishery",212,620,69,"UpperYR",0.081
"74953",2016,"Test Fishery",212,621,76,"NYR",0
"74954",2016,"Test Fishery",212,621,75,"White",0
"74955",2016,"Test Fishery",212,621,74,"Stew",0.005
"74956",2016,"Test Fishery",212,621,72,"Pelly",0.0015
"74957",2016,"Test Fishery",212,621,71,"Norden",0
"74958",2016,"Test Fishery",212,621,73,"MidYR",0.9933
"74959",2016,"Test Fishery",212,621,68,"Teslin",0
"74960",2016,"Test Fishery",212,621,69,"UpperYR",2e-04
"74961",2016,"Test Fishery",212,622,76,"NYR",0
"74962",2016,"Test Fishery",212,622,75,"White",0
"74963",2016,"Test Fishery",212,622,74,"Stew",0
"74964",2016,"Test Fishery",212,622,72,"Pelly",0
"74965",2016,"Test Fishery",212,622,71,"Norden",0
"74966",2016,"Test Fishery",212,622,73,"MidYR",1
"74967",2016,"Test Fishery",212,622,68,"Teslin",0
"74968",2016,"Test Fishery",212,622,69,"UpperYR",0
"74969",2016,"Test Fishery",212,623,76,"NYR",0
"74970",2016,"Test Fishery",212,623,75,"White",0
"74971",2016,"Test Fishery",212,623,74,"Stew",5e-04
"74972",2016,"Test Fishery",212,623,72,"Pelly",0.091
"74973",2016,"Test Fishery",212,623,71,"Norden",0
"74974",2016,"Test Fishery",212,623,73,"MidYR",0.8207
"74975",2016,"Test Fishery",212,623,68,"Teslin",0.0862
"74976",2016,"Test Fishery",212,623,69,"UpperYR",0.0015
"74977",2016,"Test Fishery",212,624,76,"NYR",0
"74978",2016,"Test Fishery",212,624,75,"White",0.0271
"74979",2016,"Test Fishery",212,624,74,"Stew",0.1113
"74980",2016,"Test Fishery",212,624,72,"Pelly",0.4368
"74981",2016,"Test Fishery",212,624,71,"Norden",0
"74982",2016,"Test Fishery",212,624,73,"MidYR",0.2867
"74983",2016,"Test Fishery",212,624,68,"Teslin",0.1341
"74984",2016,"Test Fishery",212,624,69,"UpperYR",0
"74985",2016,"Test Fishery",212,625,76,"NYR",0
"74986",2016,"Test Fishery",212,625,75,"White",0
"74987",2016,"Test Fishery",212,625,74,"Stew",0
"74988",2016,"Test Fishery",212,625,72,"Pelly",0
"74989",2016,"Test Fishery",212,625,71,"Norden",0
"74990",2016,"Test Fishery",212,625,73,"MidYR",0.3561
"74991",2016,"Test Fishery",212,625,68,"Teslin",0.0448
"74992",2016,"Test Fishery",212,625,69,"UpperYR",0.5991
"74993",2016,"Test Fishery",212,626,76,"NYR",0
"74994",2016,"Test Fishery",212,626,75,"White",0
"74995",2016,"Test Fishery",212,626,74,"Stew",6e-04
"74996",2016,"Test Fishery",212,626,72,"Pelly",1e-04
"74997",2016,"Test Fishery",212,626,71,"Norden",0
"74998",2016,"Test Fishery",212,626,73,"MidYR",0.9958
"74999",2016,"Test Fishery",212,626,68,"Teslin",0.0035
"75000",2016,"Test Fishery",212,626,69,"UpperYR",0
"75001",2016,"Test Fishery",212,627,76,"NYR",0
"75002",2016,"Test Fishery",212,627,75,"White",0
"75003",2016,"Test Fishery",212,627,74,"Stew",0.0937
"75004",2016,"Test Fishery",212,627,72,"Pelly",0.0614
"75005",2016,"Test Fishery",212,627,71,"Norden",4e-04
"75006",2016,"Test Fishery",212,627,73,"MidYR",0.5885
"75007",2016,"Test Fishery",212,627,68,"Teslin",0.2558
