year,gear,julian,fish,CU_no,CU,prob
2011,Test Fishery,208,422,76,NYR,0
2011,Test Fishery,208,422,75,White,0
2011,Test Fishery,208,422,74,Stew,8e-04
2011,Test Fishery,208,422,72,Pelly,0
2011,Test Fishery,208,422,71,Norden,0
2011,Test Fishery,208,422,73,MidYR,9e-04
2011,Test Fishery,208,422,68,Teslin,0.9983
2011,Test Fishery,208,422,69,UpperYR,0
2011,Fish Wheel,208,120,76,NYR,0
2011,Fish Wheel,208,120,75,White,0
2011,Fish Wheel,208,120,74,Stew,2e-04
2011,Fish Wheel,208,120,72,Pelly,0.0204
2011,Fish Wheel,208,120,71,Norden,0
2011,Fish Wheel,208,120,73,MidYR,0.2344
2011,Fish Wheel,208,120,68,Teslin,0.0016
2011,Fish Wheel,208,120,69,UpperYR,0.7434
2011,Fish Wheel,208,141,76,NYR,5e-04
2011,Fish Wheel,208,141,75,White,0
2011,Fish Wheel,208,141,74,Stew,0
2011,Fish Wheel,208,141,72,Pelly,0.567
2011,Fish Wheel,208,141,71,Norden,0
2011,Fish Wheel,208,141,73,MidYR,0.3539
2011,Fish Wheel,208,141,68,Teslin,0.0779
2011,Fish Wheel,208,141,69,UpperYR,4e-04
2011,Fish Wheel,208,150,76,NYR,0
2011,Fish Wheel,208,150,75,White,0
2011,Fish Wheel,208,150,74,Stew,2e-04
2011,Fish Wheel,208,150,72,Pelly,0
2011,Fish Wheel,208,150,71,Norden,0
2011,Fish Wheel,208,150,73,MidYR,0.9983
2011,Fish Wheel,208,150,68,Teslin,0.0015
2011,Fish Wheel,208,150,69,UpperYR,0
2011,Test Fishery,209,423,76,NYR,0.0014
2011,Test Fishery,209,423,75,White,0
2011,Test Fishery,209,423,74,Stew,9e-04
2011,Test Fishery,209,423,72,Pelly,9e-04
2011,Test Fishery,209,423,71,Norden,0
2011,Test Fishery,209,423,73,MidYR,0.994
2011,Test Fishery,209,423,68,Teslin,0.002
2011,Test Fishery,209,423,69,UpperYR,0
2011,Test Fishery,209,424,76,NYR,0.0051
2011,Test Fishery,209,424,75,White,0
2011,Test Fishery,209,424,74,Stew,0.0428
2011,Test Fishery,209,424,72,Pelly,0.9031
2011,Test Fishery,209,424,71,Norden,0
2011,Test Fishery,209,424,73,MidYR,0.049
2011,Test Fishery,209,424,68,Teslin,0
2011,Test Fishery,209,424,69,UpperYR,0
2011,Test Fishery,209,425,76,NYR,0
2011,Test Fishery,209,425,75,White,0.3819
2011,Test Fishery,209,425,74,Stew,0.0335
2011,Test Fishery,209,425,72,Pelly,0.0555
2011,Test Fishery,209,425,71,Norden,0
2011,Test Fishery,209,425,73,MidYR,0.528
2011,Test Fishery,209,425,68,Teslin,6e-04
2011,Test Fishery,209,425,69,UpperYR,0
2011,Test Fishery,209,426,76,NYR,0
2011,Test Fishery,209,426,75,White,0
2011,Test Fishery,209,426,74,Stew,0.0071
2011,Test Fishery,209,426,72,Pelly,0.0442
2011,Test Fishery,209,426,71,Norden,0
2011,Test Fishery,209,426,73,MidYR,0.5811
2011,Test Fishery,209,426,68,Teslin,0.36
2011,Test Fishery,209,426,69,UpperYR,0.0046
2011,Test Fishery,209,427,76,NYR,0.0153
2011,Test Fishery,209,427,75,White,0
2011,Test Fishery,209,427,74,Stew,0.0908
2011,Test Fishery,209,427,72,Pelly,0.496
2011,Test Fishery,209,427,71,Norden,0
2011,Test Fishery,209,427,73,MidYR,0.3865
2011,Test Fishery,209,427,68,Teslin,0.0097
2011,Test Fishery,209,427,69,UpperYR,0
2011,Test Fishery,209,428,76,NYR,0.0012
2011,Test Fishery,209,428,75,White,0
2011,Test Fishery,209,428,74,Stew,4e-04
2011,Test Fishery,209,428,72,Pelly,0
2011,Test Fishery,209,428,71,Norden,0
2011,Test Fishery,209,428,73,MidYR,0.9975
2011,Test Fishery,209,428,68,Teslin,9e-04
2011,Test Fishery,209,428,69,UpperYR,0
2011,Test Fishery,209,429,76,NYR,0
2011,Test Fishery,209,429,75,White,0
2011,Test Fishery,209,429,74,Stew,0
2011,Test Fishery,209,429,72,Pelly,0
2011,Test Fishery,209,429,71,Norden,0
2011,Test Fishery,209,429,73,MidYR,2e-04
2011,Test Fishery,209,429,68,Teslin,4e-04
2011,Test Fishery,209,429,69,UpperYR,0.9994
2011,Test Fishery,209,430,76,NYR,0
2011,Test Fishery,209,430,75,White,0.0047
2011,Test Fishery,209,430,74,Stew,0.0231
2011,Test Fishery,209,430,72,Pelly,0.345
2011,Test Fishery,209,430,71,Norden,0
2011,Test Fishery,209,430,73,MidYR,0.5176
2011,Test Fishery,209,430,68,Teslin,0.1092
2011,Test Fishery,209,430,69,UpperYR,0
2011,Test Fishery,209,431,76,NYR,0
2011,Test Fishery,209,431,75,White,0.0011
2011,Test Fishery,209,431,74,Stew,0.0691
2011,Test Fishery,209,431,72,Pelly,0.8527
2011,Test Fishery,209,431,71,Norden,0
2011,Test Fishery,209,431,73,MidYR,0.0598
2011,Test Fishery,209,431,68,Teslin,0.0173
2011,Test Fishery,209,431,69,UpperYR,0
2011,Test Fishery,209,432,76,NYR,0
2011,Test Fishery,209,432,75,White,0
2011,Test Fishery,209,432,74,Stew,0.0315
2011,Test Fishery,209,432,72,Pelly,0.6959
2011,Test Fishery,209,432,71,Norden,0
2011,Test Fishery,209,432,73,MidYR,0.2642
2011,Test Fishery,209,432,68,Teslin,0.0056
2011,Test Fishery,209,432,69,UpperYR,0.0013
2011,Test Fishery,209,433,76,NYR,0
2011,Test Fishery,209,433,75,White,0
2011,Test Fishery,209,433,74,Stew,6e-04
2011,Test Fishery,209,433,72,Pelly,6e-04
2011,Test Fishery,209,433,71,Norden,0
2011,Test Fishery,209,433,73,MidYR,0.9978
2011,Test Fishery,209,433,68,Teslin,4e-04
2011,Test Fishery,209,433,69,UpperYR,5e-04
2011,Test Fishery,209,434,76,NYR,0
2011,Test Fishery,209,434,75,White,0
2011,Test Fishery,209,434,74,Stew,0.0119
2011,Test Fishery,209,434,72,Pelly,0.0577
2011,Test Fishery,209,434,71,Norden,0.0055
2011,Test Fishery,209,434,73,MidYR,0.9045
2011,Test Fishery,209,434,68,Teslin,0.0121
2011,Test Fishery,209,434,69,UpperYR,0
2011,Test Fishery,209,435,76,NYR,0
2011,Test Fishery,209,435,75,White,0.0039
2011,Test Fishery,209,435,74,Stew,0
2011,Test Fishery,209,435,72,Pelly,0.9784
2011,Test Fishery,209,435,71,Norden,0
2011,Test Fishery,209,435,73,MidYR,0.0177
2011,Test Fishery,209,435,68,Teslin,0
2011,Test Fishery,209,435,69,UpperYR,0
2011,Test Fishery,209,436,76,NYR,0
2011,Test Fishery,209,436,75,White,0.0135
2011,Test Fishery,209,436,74,Stew,0.0189
2011,Test Fishery,209,436,72,Pelly,0.3663
2011,Test Fishery,209,436,71,Norden,0
2011,Test Fishery,209,436,73,MidYR,0.6005
2011,Test Fishery,209,436,68,Teslin,0
2011,Test Fishery,209,436,69,UpperYR,4e-04
2011,Fish Wheel,209,39,76,NYR,0.055
2011,Fish Wheel,209,39,75,White,0
2011,Fish Wheel,209,39,74,Stew,0.0695
2011,Fish Wheel,209,39,72,Pelly,0
2011,Fish Wheel,209,39,71,Norden,0.0056
2011,Fish Wheel,209,39,73,MidYR,0.8327
2011,Fish Wheel,209,39,68,Teslin,0.0313
2011,Fish Wheel,209,39,69,UpperYR,0
2011,Fish Wheel,209,47,76,NYR,0
2011,Fish Wheel,209,47,75,White,0
2011,Fish Wheel,209,47,74,Stew,0.0093
2011,Fish Wheel,209,47,72,Pelly,0.0148
2011,Fish Wheel,209,47,71,Norden,0
2011,Fish Wheel,209,47,73,MidYR,0.9263
2011,Fish Wheel,209,47,68,Teslin,0.0378
2011,Fish Wheel,209,47,69,UpperYR,0.0118
2011,Fish Wheel,209,82,76,NYR,0
2011,Fish Wheel,209,82,75,White,0
2011,Fish Wheel,209,82,74,Stew,0.0095
2011,Fish Wheel,209,82,72,Pelly,0.0728
2011,Fish Wheel,209,82,71,Norden,0
2011,Fish Wheel,209,82,73,MidYR,0.0098
2011,Fish Wheel,209,82,68,Teslin,0.0053
2011,Fish Wheel,209,82,69,UpperYR,0.898
2011,Fish Wheel,209,91,76,NYR,0
2011,Fish Wheel,209,91,75,White,0.0119
2011,Fish Wheel,209,91,74,Stew,0
2011,Fish Wheel,209,91,72,Pelly,0.5882
2011,Fish Wheel,209,91,71,Norden,0.025
2011,Fish Wheel,209,91,73,MidYR,0.3385
2011,Fish Wheel,209,91,68,Teslin,0.0228
2011,Fish Wheel,209,91,69,UpperYR,0
2011,Fish Wheel,209,144,76,NYR,0
2011,Fish Wheel,209,144,75,White,0.2834
2011,Fish Wheel,209,144,74,Stew,0.1338
2011,Fish Wheel,209,144,72,Pelly,0.0845
2011,Fish Wheel,209,144,71,Norden,0
2011,Fish Wheel,209,144,73,MidYR,0.426
2011,Fish Wheel,209,144,68,Teslin,0.0624
2011,Fish Wheel,209,144,69,UpperYR,0
2011,Fish Wheel,210,49,76,NYR,0
2011,Fish Wheel,210,49,75,White,0
2011,Fish Wheel,210,49,74,Stew,9e-04
2011,Fish Wheel,210,49,72,Pelly,0.031
2011,Fish Wheel,210,49,71,Norden,0
2011,Fish Wheel,210,49,73,MidYR,0.0887
2011,Fish Wheel,210,49,68,Teslin,0.1254
2011,Fish Wheel,210,49,69,UpperYR,0.7534
2011,Fish Wheel,210,129,76,NYR,0
2011,Fish Wheel,210,129,75,White,0
2011,Fish Wheel,210,129,74,Stew,0.0031
2011,Fish Wheel,210,129,72,Pelly,0.9967
2011,Fish Wheel,210,129,71,Norden,0
2011,Fish Wheel,210,129,73,MidYR,1e-04
2011,Fish Wheel,210,129,68,Teslin,1e-04
2011,Fish Wheel,210,129,69,UpperYR,0
2011,Fish Wheel,210,146,76,NYR,0
2011,Fish Wheel,210,146,75,White,0
2011,Fish Wheel,210,146,74,Stew,0.0391
2011,Fish Wheel,210,146,72,Pelly,0.015
2011,Fish Wheel,210,146,71,Norden,0.0018
2011,Fish Wheel,210,146,73,MidYR,0.8573
2011,Fish Wheel,210,146,68,Teslin,0.0855
2011,Fish Wheel,210,146,69,UpperYR,0
2011,Fish Wheel,210,151,76,NYR,0.0108
2011,Fish Wheel,210,151,75,White,0
2011,Fish Wheel,210,151,74,Stew,0
2011,Fish Wheel,210,151,72,Pelly,0.0462
2011,Fish Wheel,210,151,71,Norden,0.8547
2011,Fish Wheel,210,151,73,MidYR,0.0698
2011,Fish Wheel,210,151,68,Teslin,0
2011,Fish Wheel,210,151,69,UpperYR,0.0156
2011,Test Fishery,211,437,76,NYR,4e-04
2011,Test Fishery,211,437,75,White,0
2011,Test Fishery,211,437,74,Stew,0.0116
2011,Test Fishery,211,437,72,Pelly,0.4966
2011,Test Fishery,211,437,71,Norden,0
2011,Test Fishery,211,437,73,MidYR,0.4881
2011,Test Fishery,211,437,68,Teslin,0.003
2011,Test Fishery,211,437,69,UpperYR,0
2011,Test Fishery,211,438,76,NYR,0
2011,Test Fishery,211,438,75,White,0
2011,Test Fishery,211,438,74,Stew,0.0039
2011,Test Fishery,211,438,72,Pelly,0.1584
2011,Test Fishery,211,438,71,Norden,0
2011,Test Fishery,211,438,73,MidYR,0.6088
2011,Test Fishery,211,438,68,Teslin,0.2163
2011,Test Fishery,211,438,69,UpperYR,0.0105
2011,Test Fishery,211,439,76,NYR,1e-04
2011,Test Fishery,211,439,75,White,4e-04
2011,Test Fishery,211,439,74,Stew,0.0011
2011,Test Fishery,211,439,72,Pelly,0.0362
2011,Test Fishery,211,439,71,Norden,0
2011,Test Fishery,211,439,73,MidYR,0.9622
2011,Test Fishery,211,439,68,Teslin,0
2011,Test Fishery,211,439,69,UpperYR,0
2011,Test Fishery,211,440,76,NYR,0
2011,Test Fishery,211,440,75,White,0
2011,Test Fishery,211,440,74,Stew,0.0827
2011,Test Fishery,211,440,72,Pelly,1e-04
2011,Test Fishery,211,440,71,Norden,1e-04
2011,Test Fishery,211,440,73,MidYR,0.9051
2011,Test Fishery,211,440,68,Teslin,0.012
2011,Test Fishery,211,440,69,UpperYR,0
2011,Test Fishery,211,441,76,NYR,2e-04
2011,Test Fishery,211,441,75,White,0
2011,Test Fishery,211,441,74,Stew,3e-04
2011,Test Fishery,211,441,72,Pelly,8e-04
2011,Test Fishery,211,441,71,Norden,0
2011,Test Fishery,211,441,73,MidYR,0.9987
2011,Test Fishery,211,441,68,Teslin,0
2011,Test Fishery,211,441,69,UpperYR,0
2011,Test Fishery,211,442,76,NYR,0.0115
2011,Test Fishery,211,442,75,White,0.2427
2011,Test Fishery,211,442,74,Stew,0.1183
2011,Test Fishery,211,442,72,Pelly,0.0869
2011,Test Fishery,211,442,71,Norden,0
2011,Test Fishery,211,442,73,MidYR,0.5365
2011,Test Fishery,211,442,68,Teslin,0
2011,Test Fishery,211,442,69,UpperYR,0
2011,Test Fishery,211,443,76,NYR,0
2011,Test Fishery,211,443,75,White,0
2011,Test Fishery,211,443,74,Stew,0.0033
2011,Test Fishery,211,443,72,Pelly,1e-04
2011,Test Fishery,211,443,71,Norden,0
2011,Test Fishery,211,443,73,MidYR,0.9898
2011,Test Fishery,211,443,68,Teslin,0.0068
2011,Test Fishery,211,443,69,UpperYR,0
2011,Test Fishery,211,444,76,NYR,0
2011,Test Fishery,211,444,75,White,0
2011,Test Fishery,211,444,74,Stew,9e-04
2011,Test Fishery,211,444,72,Pelly,2e-04
2011,Test Fishery,211,444,71,Norden,0
2011,Test Fishery,211,444,73,MidYR,0.9967
2011,Test Fishery,211,444,68,Teslin,0.0012
2011,Test Fishery,211,444,69,UpperYR,8e-04
2011,Test Fishery,211,445,76,NYR,0
2011,Test Fishery,211,445,75,White,0
2011,Test Fishery,211,445,74,Stew,0.032
2011,Test Fishery,211,445,72,Pelly,1e-04
2011,Test Fishery,211,445,71,Norden,0
2011,Test Fishery,211,445,73,MidYR,0.8453
2011,Test Fishery,211,445,68,Teslin,0.1226
2011,Test Fishery,211,445,69,UpperYR,0
2011,Test Fishery,211,446,76,NYR,0
2011,Test Fishery,211,446,75,White,0
2011,Test Fishery,211,446,74,Stew,0
2011,Test Fishery,211,446,72,Pelly,0
2011,Test Fishery,211,446,71,Norden,0
2011,Test Fishery,211,446,73,MidYR,0.9943
2011,Test Fishery,211,446,68,Teslin,0.0057
2011,Test Fishery,211,446,69,UpperYR,0
2011,Test Fishery,211,447,76,NYR,0.0296
2011,Test Fishery,211,447,75,White,0
2011,Test Fishery,211,447,74,Stew,0.0409
2011,Test Fishery,211,447,72,Pelly,0.0294
2011,Test Fishery,211,447,71,Norden,0
2011,Test Fishery,211,447,73,MidYR,0.8312
2011,Test Fishery,211,447,68,Teslin,0.0483
2011,Test Fishery,211,447,69,UpperYR,0
2011,Fish Wheel,211,92,76,NYR,0
2011,Fish Wheel,211,92,75,White,0
2011,Fish Wheel,211,92,74,Stew,0
2011,Fish Wheel,211,92,72,Pelly,0
2011,Fish Wheel,211,92,71,Norden,0
2011,Fish Wheel,211,92,73,MidYR,2e-04
2011,Fish Wheel,211,92,68,Teslin,1e-04
2011,Fish Wheel,211,92,69,UpperYR,0.9997
2011,Fish Wheel,211,134,76,NYR,0
2011,Fish Wheel,211,134,75,White,0
2011,Fish Wheel,211,134,74,Stew,4e-04
2011,Fish Wheel,211,134,72,Pelly,0.0025
2011,Fish Wheel,211,134,71,Norden,0.0011
2011,Fish Wheel,211,134,73,MidYR,0.9892
2011,Fish Wheel,211,134,68,Teslin,0.0065
2011,Fish Wheel,211,134,69,UpperYR,0
2011,Test Fishery,212,448,76,NYR,0
2011,Test Fishery,212,448,75,White,0
2011,Test Fishery,212,448,74,Stew,0
2011,Test Fishery,212,448,72,Pelly,0.4068
2011,Test Fishery,212,448,71,Norden,0
2011,Test Fishery,212,448,73,MidYR,0.4214
2011,Test Fishery,212,448,68,Teslin,0.0102
2011,Test Fishery,212,448,69,UpperYR,0.1616
2011,Test Fishery,212,449,76,NYR,0
2011,Test Fishery,212,449,75,White,0.1535
2011,Test Fishery,212,449,74,Stew,0.0177
2011,Test Fishery,212,449,72,Pelly,0.1867
2011,Test Fishery,212,449,71,Norden,0
2011,Test Fishery,212,449,73,MidYR,0.6173
2011,Test Fishery,212,449,68,Teslin,0.021
2011,Test Fishery,212,449,69,UpperYR,0
2011,Test Fishery,212,450,76,NYR,0
2011,Test Fishery,212,450,75,White,0.0551
2011,Test Fishery,212,450,74,Stew,0.0512
2011,Test Fishery,212,450,72,Pelly,0.3316
2011,Test Fishery,212,450,71,Norden,0
2011,Test Fishery,212,450,73,MidYR,0.5363
2011,Test Fishery,212,450,68,Teslin,0.0247
2011,Test Fishery,212,450,69,UpperYR,0
2011,Test Fishery,212,451,76,NYR,0
2011,Test Fishery,212,451,75,White,0
2011,Test Fishery,212,451,74,Stew,8e-04
2011,Test Fishery,212,451,72,Pelly,0.0022
2011,Test Fishery,212,451,71,Norden,0
2011,Test Fishery,212,451,73,MidYR,0.9873
2011,Test Fishery,212,451,68,Teslin,0.0013
2011,Test Fishery,212,451,69,UpperYR,0.0073
2011,Test Fishery,212,452,76,NYR,0.0133
2011,Test Fishery,212,452,75,White,0.0097
2011,Test Fishery,212,452,74,Stew,0.0819
2011,Test Fishery,212,452,72,Pelly,0.5088
2011,Test Fishery,212,452,71,Norden,0
2011,Test Fishery,212,452,73,MidYR,0.3763
2011,Test Fishery,212,452,68,Teslin,0
2011,Test Fishery,212,452,69,UpperYR,0
2011,Test Fishery,212,453,76,NYR,1e-04
2011,Test Fishery,212,453,75,White,0
2011,Test Fishery,212,453,74,Stew,0.0023
2011,Test Fishery,212,453,72,Pelly,0.5247
2011,Test Fishery,212,453,71,Norden,0
2011,Test Fishery,212,453,73,MidYR,0.4694
2011,Test Fishery,212,453,68,Teslin,0.0035
2011,Test Fishery,212,453,69,UpperYR,0
2011,Test Fishery,212,454,76,NYR,0.9852
2011,Test Fishery,212,454,75,White,0.0016
2011,Test Fishery,212,454,74,Stew,0
2011,Test Fishery,212,454,72,Pelly,0.0028
2011,Test Fishery,212,454,71,Norden,0
2011,Test Fishery,212,454,73,MidYR,0.0103
2011,Test Fishery,212,454,68,Teslin,1e-04
2011,Test Fishery,212,454,69,UpperYR,0
2011,Test Fishery,212,455,76,NYR,0
2011,Test Fishery,212,455,75,White,0.0218
2011,Test Fishery,212,455,74,Stew,0
2011,Test Fishery,212,455,72,Pelly,0.9774
2011,Test Fishery,212,455,71,Norden,0
2011,Test Fishery,212,455,73,MidYR,8e-04
2011,Test Fishery,212,455,68,Teslin,0
2011,Test Fishery,212,455,69,UpperYR,0
2011,Test Fishery,212,456,76,NYR,0.1226
2011,Test Fishery,212,456,75,White,0
2011,Test Fishery,212,456,74,Stew,0.4325
2011,Test Fishery,212,456,72,Pelly,0.1975
2011,Test Fishery,212,456,71,Norden,0
2011,Test Fishery,212,456,73,MidYR,0.132
2011,Test Fishery,212,456,68,Teslin,0.1098
2011,Test Fishery,212,456,69,UpperYR,0
2011,Test Fishery,212,457,76,NYR,0
2011,Test Fishery,212,457,75,White,0
2011,Test Fishery,212,457,74,Stew,0.2482
2011,Test Fishery,212,457,72,Pelly,0.2872
2011,Test Fishery,212,457,71,Norden,0.0031
2011,Test Fishery,212,457,73,MidYR,0.4358
2011,Test Fishery,212,457,68,Teslin,0
2011,Test Fishery,212,457,69,UpperYR,0.0249
2011,Fish Wheel,212,22,76,NYR,0
2011,Fish Wheel,212,22,75,White,0
2011,Fish Wheel,212,22,74,Stew,0.0245
2011,Fish Wheel,212,22,72,Pelly,0.1016
2011,Fish Wheel,212,22,71,Norden,0
2011,Fish Wheel,212,22,73,MidYR,0.8667
2011,Fish Wheel,212,22,68,Teslin,0.0053
2011,Fish Wheel,212,22,69,UpperYR,0.0015
2011,Fish Wheel,212,42,76,NYR,2e-04
2011,Fish Wheel,212,42,75,White,0
2011,Fish Wheel,212,42,74,Stew,0.0451
2011,Fish Wheel,212,42,72,Pelly,0.0201
2011,Fish Wheel,212,42,71,Norden,0
2011,Fish Wheel,212,42,73,MidYR,0.9018
2011,Fish Wheel,212,42,68,Teslin,0.0326
2011,Fish Wheel,212,42,69,UpperYR,0
2011,Fish Wheel,212,71,76,NYR,0
2011,Fish Wheel,212,71,75,White,0
2011,Fish Wheel,212,71,74,Stew,5e-04
2011,Fish Wheel,212,71,72,Pelly,0.0144
2011,Fish Wheel,212,71,71,Norden,0
2011,Fish Wheel,212,71,73,MidYR,0.972
2011,Fish Wheel,212,71,68,Teslin,0.0131
2011,Fish Wheel,212,71,69,UpperYR,0
2011,Fish Wheel,212,111,76,NYR,0
2011,Fish Wheel,212,111,75,White,0
2011,Fish Wheel,212,111,74,Stew,1e-04
2011,Fish Wheel,212,111,72,Pelly,0.0224
2011,Fish Wheel,212,111,71,Norden,0
2011,Fish Wheel,212,111,73,MidYR,0.8053
2011,Fish Wheel,212,111,68,Teslin,0.1717
2011,Fish Wheel,212,111,69,UpperYR,5e-04
2011,Fish Wheel,212,112,76,NYR,0
2011,Fish Wheel,212,112,75,White,0.0598
2011,Fish Wheel,212,112,74,Stew,0.0494
2011,Fish Wheel,212,112,72,Pelly,0.6901
2011,Fish Wheel,212,112,71,Norden,0
2011,Fish Wheel,212,112,73,MidYR,0.1536
2011,Fish Wheel,212,112,68,Teslin,0.04
2011,Fish Wheel,212,112,69,UpperYR,0
2011,Fish Wheel,212,123,76,NYR,0
2011,Fish Wheel,212,123,75,White,0
2011,Fish Wheel,212,123,74,Stew,0.0022
2011,Fish Wheel,212,123,72,Pelly,0
2011,Fish Wheel,212,123,71,Norden,2e-04
2011,Fish Wheel,212,123,73,MidYR,0.9949
2011,Fish Wheel,212,123,68,Teslin,0.0026
2011,Fish Wheel,212,123,69,UpperYR,1e-04
2011,Fish Wheel,212,136,76,NYR,0.1219
2011,Fish Wheel,212,136,75,White,0
2011,Fish Wheel,212,136,74,Stew,0.0139
2011,Fish Wheel,212,136,72,Pelly,0.1723
2011,Fish Wheel,212,136,71,Norden,0
2011,Fish Wheel,212,136,73,MidYR,0.2525
2011,Fish Wheel,212,136,68,Teslin,0.4364
2011,Fish Wheel,212,136,69,UpperYR,0
2011,Fish Wheel,212,138,76,NYR,0
2011,Fish Wheel,212,138,75,White,0
2011,Fish Wheel,212,138,74,Stew,0
2011,Fish Wheel,212,138,72,Pelly,0.0011
2011,Fish Wheel,212,138,71,Norden,0
2011,Fish Wheel,212,138,73,MidYR,0.9947
2011,Fish Wheel,212,138,68,Teslin,0.0042
2011,Fish Wheel,212,138,69,UpperYR,0
2011,Test Fishery,213,458,76,NYR,0.0702
2011,Test Fishery,213,458,75,White,0
2011,Test Fishery,213,458,74,Stew,0.0307
2011,Test Fishery,213,458,72,Pelly,0.0216
2011,Test Fishery,213,458,71,Norden,0
2011,Test Fishery,213,458,73,MidYR,0.8532
2011,Test Fishery,213,458,68,Teslin,0.0187
2011,Test Fishery,213,458,69,UpperYR,0
2011,Test Fishery,213,459,76,NYR,0
2011,Test Fishery,213,459,75,White,0
2011,Test Fishery,213,459,74,Stew,0.0028
2011,Test Fishery,213,459,72,Pelly,0.0697
2011,Test Fishery,213,459,71,Norden,0
2011,Test Fishery,213,459,73,MidYR,0.3142
2011,Test Fishery,213,459,68,Teslin,0.0455
2011,Test Fishery,213,459,69,UpperYR,0.5676
2011,Test Fishery,213,460,76,NYR,0
2011,Test Fishery,213,460,75,White,0
2011,Test Fishery,213,460,74,Stew,0.0467
2011,Test Fishery,213,460,72,Pelly,0.0127
2011,Test Fishery,213,460,71,Norden,0
2011,Test Fishery,213,460,73,MidYR,0.9379
2011,Test Fishery,213,460,68,Teslin,0.0025
2011,Test Fishery,213,460,69,UpperYR,2e-04
2011,Test Fishery,213,461,76,NYR,0.0799
2011,Test Fishery,213,461,75,White,0
2011,Test Fishery,213,461,74,Stew,0.5219
2011,Test Fishery,213,461,72,Pelly,0.0394
2011,Test Fishery,213,461,71,Norden,0
2011,Test Fishery,213,461,73,MidYR,0.3581
2011,Test Fishery,213,461,68,Teslin,6e-04
2011,Test Fishery,213,461,69,UpperYR,0
2011,Test Fishery,213,462,76,NYR,0.0233
2011,Test Fishery,213,462,75,White,0
2011,Test Fishery,213,462,74,Stew,0.0293
2011,Test Fishery,213,462,72,Pelly,0.0141
2011,Test Fishery,213,462,71,Norden,0
2011,Test Fishery,213,462,73,MidYR,0.9123
2011,Test Fishery,213,462,68,Teslin,0.0157
2011,Test Fishery,213,462,69,UpperYR,0
2011,Test Fishery,213,463,76,NYR,0
2011,Test Fishery,213,463,75,White,0.022
2011,Test Fishery,213,463,74,Stew,0.0936
2011,Test Fishery,213,463,72,Pelly,0.6485
2011,Test Fishery,213,463,71,Norden,0
2011,Test Fishery,213,463,73,MidYR,0.203
2011,Test Fishery,213,463,68,Teslin,0.0329
2011,Test Fishery,213,463,69,UpperYR,0
2011,Test Fishery,213,464,76,NYR,0
2011,Test Fishery,213,464,75,White,0
2011,Test Fishery,213,464,74,Stew,2e-04
2011,Test Fishery,213,464,72,Pelly,1e-04
2011,Test Fishery,213,464,71,Norden,1e-04
2011,Test Fishery,213,464,73,MidYR,0.9964
2011,Test Fishery,213,464,68,Teslin,0
2011,Test Fishery,213,464,69,UpperYR,0.0032
2011,Test Fishery,213,465,76,NYR,0
2011,Test Fishery,213,465,75,White,0
2011,Test Fishery,213,465,74,Stew,0
2011,Test Fishery,213,465,72,Pelly,0
2011,Test Fishery,213,465,71,Norden,0
2011,Test Fishery,213,465,73,MidYR,0.0077
2011,Test Fishery,213,465,68,Teslin,0
2011,Test Fishery,213,465,69,UpperYR,0.9923
2011,Test Fishery,213,466,76,NYR,0.0012
2011,Test Fishery,213,466,75,White,0
2011,Test Fishery,213,466,74,Stew,0.0132
2011,Test Fishery,213,466,72,Pelly,0.984
2011,Test Fishery,213,466,71,Norden,0
2011,Test Fishery,213,466,73,MidYR,0.001
2011,Test Fishery,213,466,68,Teslin,5e-04
2011,Test Fishery,213,466,69,UpperYR,0
2011,Test Fishery,213,467,76,NYR,0
2011,Test Fishery,213,467,75,White,0
2011,Test Fishery,213,467,74,Stew,0.0115
2011,Test Fishery,213,467,72,Pelly,0.8458
2011,Test Fishery,213,467,71,Norden,0.0028
2011,Test Fishery,213,467,73,MidYR,0.1265
2011,Test Fishery,213,467,68,Teslin,0.0129
2011,Test Fishery,213,467,69,UpperYR,0
2011,Test Fishery,213,468,76,NYR,0
2011,Test Fishery,213,468,75,White,0.0083
2011,Test Fishery,213,468,74,Stew,0.0333
2011,Test Fishery,213,468,72,Pelly,0.935
2011,Test Fishery,213,468,71,Norden,0
2011,Test Fishery,213,468,73,MidYR,0.0174
2011,Test Fishery,213,468,68,Teslin,0.0056
2011,Test Fishery,213,468,69,UpperYR,0
2011,Test Fishery,213,469,76,NYR,9e-04
2011,Test Fishery,213,469,75,White,0
2011,Test Fishery,213,469,74,Stew,0.0712
2011,Test Fishery,213,469,72,Pelly,0.0382
2011,Test Fishery,213,469,71,Norden,0
2011,Test Fishery,213,469,73,MidYR,0.7466
2011,Test Fishery,213,469,68,Teslin,0.1429
2011,Test Fishery,213,469,69,UpperYR,0
2011,Fish Wheel,213,3,76,NYR,0.0048
2011,Fish Wheel,213,3,75,White,0
2011,Fish Wheel,213,3,74,Stew,0.2523
2011,Fish Wheel,213,3,72,Pelly,0.0211
2011,Fish Wheel,213,3,71,Norden,0
2011,Fish Wheel,213,3,73,MidYR,0.5225
2011,Fish Wheel,213,3,68,Teslin,0.1982
2011,Fish Wheel,213,3,69,UpperYR,0
2011,Fish Wheel,213,27,76,NYR,0
2011,Fish Wheel,213,27,75,White,0.2009
2011,Fish Wheel,213,27,74,Stew,0.0525
2011,Fish Wheel,213,27,72,Pelly,0.4652
2011,Fish Wheel,213,27,71,Norden,0
